request_type,run_id,index,filename,latency_seconds,status_code
batch,2,21,2303951441.jpg,0.22758196108043194,200
batch,2,22,7015055.jpg,0.29748253198340535,200
batch,2,23,4884134400.jpg,0.2548057436943054,200
batch,2,24,91083825.jpg,0.31478025298565626,200
batch,2,25,3657661936.jpg,0.23513667937368155,200
batch,2,26,368212336.jpg,0.247579051181674,200
batch,2,27,3341919445.jpg,0.2516725230962038,200
batch,2,28,3955648022.jpg,0.29761752765625715,200
batch,2,29,340220675.jpg,0.2684481181204319,200
batch,2,30,395125320.jpg,0.2740554390475154,200
batch,2,31,78879869.jpg,0.25637352792546153,200
batch,2,32,3242919570.jpg,0.31584765389561653,200
batch,2,33,2953684252.jpg,0.2930644233711064,200
batch,2,34,63787714.jpg,0.16162033006548882,200
batch,2,35,2245019332.jpg,0.32449690578505397,200
batch,2,36,4738242428.jpg,0.2451495910063386,200
batch,2,37,4553360582.jpg,0.2788087287917733,200
batch,2,38,2445283938.jpg,0.28196708485484123,200
batch,2,39,314603661.jpg,0.39435830526053905,200
batch,2,40,3294209955.jpg,0.23987506283447146,200
batch,2,41,3559993787.jpg,0.22899552527815104,200
batch,2,42,3956780803.jpg,0.23945393599569798,200
batch,2,43,4333374998.jpg,0.29605949437245727,200
batch,2,44,2700625647.jpg,0.2601349209435284,200
batch,2,45,412082368.jpg,0.2691551330499351,200
batch,2,46,1939130031.jpg,0.3141411328688264,200
batch,2,47,450596617.jpg,0.23850919120013714,200
batch,2,48,4668605108.jpg,0.20244457898661494,200
batch,2,49,47321520.jpg,0.2719250191003084,200
batch,2,50,3441701164.jpg,0.24510470405220985,200
batch,2,51,4830853179.jpg,0.2549820616841316,200
batch,2,52,2587846523.jpg,0.2511740210466087,200
batch,2,53,4905053758.jpg,0.2814465658739209,200
batch,2,54,7425257042.jpg,0.30850980104878545,200
batch,2,55,8206921.jpg,0.3288577552884817,200
batch,2,56,8208720028.jpg,0.276311410125345,200
batch,2,57,384668736.jpg,0.28937307512387633,200
batch,2,58,4759256692.jpg,0.47179697174578905,200
batch,2,59,3301859683.jpg,0.26558096893131733,200
batch,2,60,2333712689.jpg,0.2539617922157049,200
batch,2,61,3626325621.jpg,0.23577446723356843,200
batch,2,62,141841337.jpg,0.30158185586333275,200
batch,2,63,6882870726.jpg,0.2788494052365422,200
batch,2,64,3107368071.jpg,0.22724091075360775,200
batch,2,65,3501175119.jpg,0.24140786472707987,200
batch,2,66,2339102058.jpg,0.26921798195689917,200
batch,2,67,4317899382.jpg,0.2981564118526876,200
batch,2,68,4439032965.jpg,0.3035141988657415,200
batch,2,69,3667492609.jpg,0.28698416892439127,200
batch,2,70,3620197503.jpg,0.24027560418471694,200
batch,2,71,478208896.jpg,0.22954614413902164,200
batch,2,72,4607216899.jpg,0.260121064260602,200
batch,2,73,433471134.jpg,0.27516250498592854,200
batch,2,74,300539993.jpg,0.26496782014146447,200
batch,2,75,324208502.jpg,0.2555257771164179,200
batch,2,76,2173828253.jpg,0.22389689506962895,200
batch,2,77,2900271867.jpg,0.27291686413809657,200
batch,2,78,196381488.jpg,0.2780623510479927,200
batch,2,79,3812972187.jpg,0.24439861625432968,200
batch,2,80,4334791701.jpg,0.29539585672318935,200
batch,2,81,5194652258.jpg,0.27333445800468326,200
batch,2,82,4784874051.jpg,0.272912017069757,200
batch,2,83,2394824046.jpg,0.24438265385106206,200
batch,2,84,3064436138.jpg,0.22864791611209512,200
batch,2,85,2426303900.jpg,0.3933772388845682,200
batch,2,86,711689801.jpg,0.26828892389312387,200
batch,2,87,831025550.jpg,0.32387090800330043,200
batch,2,88,1517807181.jpg,0.2810543500818312,200
batch,2,89,3363750526.jpg,0.3655238118954003,200
batch,2,90,2133733793.jpg,0.3197036189958453,200
batch,2,91,2784746.jpg,0.2910369331948459,200
batch,2,92,4412893298.jpg,0.3079443331807852,200
batch,2,93,4051627887.jpg,0.259189167059958,200
batch,2,94,3182121297.jpg,0.22486507426947355,200
batch,2,95,4768114318.jpg,0.14164019376039505,200
batch,2,96,4645242031.jpg,0.25724693899974227,200
batch,2,97,285306009.jpg,0.2879636758007109,200
batch,2,98,2810333931.jpg,0.2808464732952416,200
batch,2,99,7236814360.jpg,0.30861575715243816,200
batch,3,0,1620397000.jpg,0.15923598315566778,200
batch,3,1,5350952226.jpg,0.35670820204541087,200
batch,3,2,5571949283.jpg,0.23276534816250205,200
batch,3,3,473499987.jpg,0.22574809193611145,200
batch,3,4,1449692616.jpg,0.26218915916979313,200
batch,3,5,3415113018.jpg,0.22781681083142757,200
batch,3,6,3676561090.jpg,0.22385089611634612,200
batch,3,7,237547381.jpg,0.2420384157449007,200
batch,3,8,7493450658.jpg,0.2476513348519802,200
batch,3,9,417839679.jpg,0.2343028779141605,200
batch,3,10,5077873899.jpg,0.23712705029174685,200
batch,3,11,7704593722.jpg,0.23861760506406426,200
batch,3,12,4949430092.jpg,0.3025925951078534,200
batch,3,13,2102902012.jpg,0.24220608500763774,200
batch,3,14,1126450961.jpg,0.2859765109606087,200
batch,3,15,4940658755.jpg,0.2237136522307992,200
batch,3,16,3498327617.jpg,0.30085611902177334,200
batch,3,17,4515616069.jpg,0.2821369939483702,200
batch,3,18,4725884184.jpg,0.19395135482773185,200
batch,3,19,4850637363.jpg,0.24297322519123554,200
batch,3,20,2494088238.jpg,0.2808031481690705,200
batch,3,21,4666848560.jpg,0.18181108916178346,200
batch,3,22,479472539.jpg,0.38738151965662837,200
batch,3,23,3963654975.jpg,0.34754234831780195,200
batch,3,24,3070036584.jpg,0.28890641313046217,200
batch,3,25,280940033.jpg,0.42560294503346086,200
batch,3,26,3314850981.jpg,0.288800697773695,200
batch,3,27,385835044.jpg,0.28820209112018347,200
batch,3,28,493272889.jpg,0.39223621180281043,200
batch,3,29,758142007.jpg,0.2688247440382838,200
batch,3,30,3932198441.jpg,0.3739138823002577,200
batch,3,31,2802497633.jpg,0.24163828324526548,200
batch,3,32,6692727651.jpg,0.45278057595714927,200
batch,3,33,2876848241.jpg,0.1829594592563808,200
batch,3,34,3810466608.jpg,0.2729391483590007,200
batch,3,35,4862041366.jpg,0.25586434081196785,200
batch,3,36,2889113059.jpg,0.2654895866289735,200
batch,3,37,2708563035.jpg,0.2523894659243524,200
batch,3,38,2429272699.jpg,0.34089237125590444,200
